lon,lat,temperature_2m,precipitation,cloud_cover,wind_speed_10m,last_updated
8.125,42.0625,28.4,0.0,28,3.01,2026-07-17T16:10:06Z
8.375,42.0625,28.4,0.0,36,2.53,2026-07-17T16:10:06Z
8.625,42.125,29.6,0.0,28,2.06,2026-07-17T16:10:06Z
8.875,42.0625,31.1,0.0,22,2.33,2026-07-17T16:10:06Z
9.125,42.125,29.7,0.0,0,3.79,2026-07-17T16:10:06Z
9.375,42.0625,32.3,0.0,22,2.5,2026-07-17T16:10:06Z
9.625,42.0625,29.6,0.0,0,0.82,2026-07-17T16:10:06Z
-5.14,42.33,28.9,0.0,0,3.44,2026-07-17T16:10:06Z
-4.89,42.33,28.7,0.0,1,3.5,2026-07-17T16:10:06Z
-4.64,42.33,28.7,0.0,2,1.96,2026-07-17T16:10:06Z
-4.39,42.33,29.7,0.0,0,4.12,2026-07-17T16:10:06Z
-4.14,42.33,30.0,0.0,11,2.15,2026-07-17T16:10:06Z
-3.89,42.33,29.3,0.0,0,1.97,2026-07-17T16:10:06Z
-3.64,42.33,29.6,0.0,0,2.62,2026-07-17T16:10:06Z
-3.39,42.33,28.0,0.0,1,2.14,2026-07-17T16:10:06Z
-3.14,42.33,26.3,0.0,0,2.41,2026-07-17T16:10:06Z
-2.89,42.33,26.9,0.0,0,2.33,2026-07-17T16:10:06Z
-2.64,42.33,24.7,0.0,0,2.22,2026-07-17T16:10:06Z
-2.39,42.33,30.0,0.0,0,3.6,2026-07-17T16:10:06Z
-2.14,42.33,32.3,0.0,0,4.5,2026-07-17T16:10:06Z
-1.89,42.33,31.4,0.0,0,8.32,2026-07-17T16:10:06Z
-1.64,42.33,32.7,0.0,0,6.87,2026-07-17T16:10:06Z
-1.39,42.33,34.6,0.0,0,2.88,2026-07-17T16:10:06Z
-1.14,42.33,32.6,0.0,0,2.22,2026-07-17T16:10:06Z
-0.89,42.33,31.5,0.0,0,2.31,2026-07-17T16:10:06Z
-0.64,42.33,29.9,0.0,0,1.7,2026-07-17T16:10:06Z
-0.39,42.33,28.9,0.0,0,2.4,2026-07-17T16:10:06Z
-0.14,42.33,29.9,0.0,0,3.21,2026-07-17T16:10:06Z
0.11,42.33,33.2,0.0,0,3.38,2026-07-17T16:10:06Z
0.36,42.33,32.1,0.0,0,2.62,2026-07-17T16:10:06Z
0.61,42.33,25.3,0.0,0,3.5,2026-07-17T16:10:06Z
0.86,42.33,28.7,0.0,0,3.47,2026-07-17T16:10:06Z
1.11,42.33,27.8,0.0,0,3.61,2026-07-17T16:10:06Z
1.36,42.33,29.6,0.0,0,3.09,2026-07-17T16:10:06Z
1.61,42.33,27.6,0.0,0,3.61,2026-07-17T16:10:06Z
1.86,42.33,25.6,0.0,0,1.82,2026-07-17T16:10:06Z
2.11,42.33,26.5,0.0,0,3.44,2026-07-17T16:10:06Z
2.36,42.33,26.1,0.0,0,3.83,2026-07-17T16:10:06Z
2.61,42.33,29.1,0.0,0,1.84,2026-07-17T16:10:06Z
2.86,42.33,33.8,0.0,0,3.19,2026-07-17T16:10:06Z
3.11,42.33,32.4,0.0,0,5.23,2026-07-17T16:10:06Z
3.36,42.33,26.4,0.0,0,5.32,2026-07-17T16:10:06Z
3.61,42.33,26.3,0.0,0,4.81,2026-07-17T16:10:06Z
3.86,42.33,26.2,0.0,0,3.83,2026-07-17T16:10:06Z
4.11,42.33,26.2,0.0,0,3.67,2026-07-17T16:10:06Z
4.36,42.33,26.0,0.0,0,3.57,2026-07-17T16:10:06Z
4.61,42.33,26.0,0.0,0,2.79,2026-07-17T16:10:06Z
4.86,42.33,26.1,0.0,0,2.58,2026-07-17T16:10:06Z
5.11,42.33,26.4,0.0,0,3.28,2026-07-17T16:10:06Z
5.36,42.33,26.5,0.0,0,3.32,2026-07-17T16:10:06Z
5.61,42.33,26.7,0.0,0,3.93,2026-07-17T16:10:06Z
5.86,42.33,26.7,0.0,0,4.6,2026-07-17T16:10:06Z
6.11,42.33,26.9,0.0,2,4.5,2026-07-17T16:10:06Z
6.36,42.33,26.9,0.0,29,3.79,2026-07-17T16:10:06Z
6.61,42.33,26.7,0.0,1,4.18,2026-07-17T16:10:06Z
6.86,42.33,26.8,0.0,0,3.67,2026-07-17T16:10:06Z
7.11,42.33,26.9,0.0,0,3.71,2026-07-17T16:10:06Z
7.36,42.33,27.1,0.0,1,4.0,2026-07-17T16:10:06Z
7.61,42.33,27.5,0.0,11,4.08,2026-07-17T16:10:06Z
7.86,42.33,27.6,0.0,5,3.83,2026-07-17T16:10:06Z
8.11,42.33,27.8,0.0,9,3.35,2026-07-17T16:10:06Z
8.375,42.3125,28.4,0.0,43,3.52,2026-07-17T16:10:06Z
